t,id_ref,iq_ref,ids,iqs,vd,vq,vd_unsat,vq_unsat,omega_rpm
0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.035500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.036500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.043000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.043500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.044000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.044500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.045000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.051000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.051500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.052000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.052500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.053000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.053500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.059000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.059500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.060000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.060500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.061000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.061500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07050000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07150000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07250000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07350000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08650000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08750000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08850000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08950000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09050000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,5.0,0.0,2.497200294584702,0.0,100.0,0.0,100.0,0.0,0.0
0.1005,5.0,0.0,4.842730287128795,0.0,8.633858753045404,0.0,8.633858753045404,0.0,0.0
0.101,5.0,0.0,4.91486838703792,0.0,6.0070958445500455,0.0,6.0070958445500455,0.0,0.0
0.1015,5.0,0.0,4.9218111187516955,0.0,5.915228828528666,0.0,5.915228828528666,0.0,0.0
0.10200000000000001,5.0,0.0,4.926651814230009,0.0,5.89567657155642,0.0,5.89567657155642,0.0,0.0
0.10250000000000001,5.0,0.0,4.931204358367951,0.0,5.878100799550925,0.0,5.878100799550925,0.0,0.0
0.10300000000000001,5.0,0.0,4.935531523384012,0.0,5.8605016057209,0.0,5.8605016057209,0.0,0.0
0.10350000000000001,5.0,0.0,4.939645532960796,0.0,5.842830814578057,0.0,5.842830814578057,0.0,0.0
0.10400000000000001,5.0,0.0,4.943556667153522,0.0,5.82509554724815,0.0,5.82509554724815,0.0,0.0
0.10450000000000001,5.0,0.0,4.947274674803001,0.0,5.807304068391239,0.0,5.807304068391239,0.0,0.0
0.10500000000000001,5.0,0.0,4.950808836661604,0.0,5.789464260267435,0.0,5.789464260267435,0.0,0.0
0.10550000000000001,5.0,0.0,4.9541679888836985,0.0,5.771583599186619,0.0,5.771583599186619,0.0,0.0
0.10600000000000001,5.0,0.0,4.957360544345389,0.0,5.753669173915739,0.0,5.753669173915739,0.0,0.0
0.10650000000000001,5.0,0.0,4.96039451291359,0.0,5.7357277043702934,0.0,5.7357277043702934,0.0,0.0
0.10700000000000001,5.0,0.0,4.963277520743702,0.0,5.717765559443311,0.0,5.717765559443311,0.0,0.0
0.1075,5.0,0.0,4.9660168286532915,0.0,5.69978877398038,0.0,5.69978877398038,0.0,0.0
0.108,5.0,0.0,4.968619349615969,0.0,5.681803064941295,0.0,5.681803064941295,0.0,0.0
0.1085,5.0,0.0,4.97109166541767,0.0,5.663813846786523,0.0,5.663813846786523,0.0,0.0
0.109,5.0,0.0,4.973440042515389,0.0,5.6458262461263065,0.0,5.6458262461263065,0.0,0.0
0.1095,5.0,0.0,4.975670447136578,0.0,5.627845115667164,0.0,5.627845115667164,0.0,0.0
0.11,5.0,0.0,4.977788559655545,0.0,5.609875047490037,0.0,5.609875047490037,0.0,0.0
0.1105,5.0,0.0,4.979799788281526,0.0,5.59192038569123,0.0,5.59192038569123,0.0,0.0
0.111,5.0,0.0,4.981709282091296,0.0,5.573985238417593,0.0,5.573985238417593,0.0,0.0
0.1115,5.0,0.0,4.983521943437793,0.0,5.5560734893241825,0.0,5.5560734893241825,0.0,0.0
0.112,5.0,0.0,4.985242439764604,0.0,5.538188808482776,0.0,5.538188808482776,0.0,0.0
0.1125,5.0,0.0,4.986875214854708,0.0,5.520334662766727,0.0,5.520334662766727,0.0,0.0
0.113,5.0,0.0,4.988424499540665,0.0,5.5025143257380815,0.0,5.5025143257380815,0.0,0.0
0.1135,5.0,0.0,4.989894321901936,0.0,5.484730887059879,0.0,5.484730887059879,0.0,0.0
0.114,5.0,0.0,4.991288516973965,0.0,5.466987261457659,0.0,5.466987261457659,0.0,0.0
0.1145,5.0,0.0,4.992610735992361,0.0,5.449286197249975,0.0,5.449286197249975,0.0,0.0
0.115,5.0,0.0,4.993864455194454,0.0,5.431630284470838,0.0,5.431630284470838,0.0,0.0
0.1155,5.0,0.0,4.995052984199425,0.0,5.414021962600591,0.0,5.414021962600591,0.0,0.0
0.116,5.0,0.0,4.99617947398715,0.0,5.396463527927985,0.0,5.396463527927985,0.0,0.0
0.1165,5.0,0.0,4.997246924495053,0.0,5.378957140556673,0.0,5.378957140556673,0.0,0.0
0.117,5.0,0.0,4.9982581918511455,0.0,5.361504831077088,0.0,5.361504831077088,0.0,0.0
0.11750000000000001,5.0,0.0,4.999215995260771,0.0,5.344108506916782,0.0,5.344108506916782,0.0,0.0
0.11800000000000001,5.0,0.0,5.0001229235636275,0.0,5.326769958386819,0.0,5.326769958386819,0.0,0.0
0.11850000000000001,5.0,0.0,5.000981441476725,0.0,5.309490864436545,0.0,5.309490864436545,0.0,0.0
0.11900000000000001,5.0,0.0,5.001793895538551,0.0,5.292272798133961,0.0,5.292272798133961,0.0,0.0
0.11950000000000001,5.0,0.0,5.002562519768491,0.0,5.275117231880389,0.0,5.275117231880389,0.0,0.0
0.12000000000000001,5.0,0.0,5.00328944105536,0.0,5.258025542376863,0.0,5.258025542376863,0.0,0.0
0.12050000000000001,5.0,0.0,5.003976684287848,0.0,5.2409990153499,0.0,5.2409990153499,0.0,0.0
0.12100000000000001,5.0,0.0,5.004626177239382,0.0,5.2240388500520645,0.0,5.2240388500520645,0.0,0.0
0.12150000000000001,5.0,0.0,5.005239755219002,0.0,5.2071461635449525,0.0,5.2071461635449525,0.0,0.0
0.12200000000000001,5.0,0.0,5.005819165499614,0.0,5.1903219947763795,0.0,5.1903219947763795,0.0,0.0
0.12250000000000001,5.0,0.0,5.006366071534183,0.0,5.173567308462422,0.0,5.173567308462422,0.0,0.0
0.12300000000000001,5.0,0.0,5.006882056970016,0.0,5.156882998781446,0.0,5.156882998781446,0.0,0.0
0.12350000000000001,5.0,0.0,5.007368629470887,0.0,5.140269892891403,0.0,5.140269892891403,0.0,0.0
0.124,5.0,0.0,5.007827224356115,0.0,5.123728754277913,0.0,5.123728754277913,0.0,0.0
0.1245,5.0,0.0,5.008259208065379,0.0,5.107260285940833,0.0,5.107260285940833,0.0,0.0
0.125,5.0,0.0,5.008665881457659,0.0,5.090865133427122,0.0,5.090865133427122,0.0,0.0
0.1255,5.0,0.0,5.009048482952199,0.0,5.074543887719312,0.0,5.074543887719312,0.0,0.0
0.126,5.0,0.0,5.009408191519104,0.0,5.058297087982615,0.0,5.058297087982615,0.0,0.0
0.1265,5.0,0.0,5.009746129526641,0.0,5.042125224181418,0.0,5.042125224181418,0.0,0.0
0.127,5.0,0.0,5.010063365452352,0.0,5.026028739569159,0.0,5.026028739569159,0.0,0.0
0.1275,5.0,0.0,5.010360916464204,0.0,5.010008033058405,0.0,5.010008033058405,0.0,0.0
0.128,5.0,0.0,5.010639750878269,0.0,4.994063461475904,0.0,4.994063461475904,0.0,0.0
0.1285,5.0,0.0,5.01090079049861,0.0,4.978195341710377,0.0,4.978195341710377,0.0,0.0
0.129,5.0,0.0,5.0111449128452294,0.0,4.962403952755113,0.0,4.962403952755113,0.0,0.0
0.1295,5.0,0.0,5.011372953275231,0.0,4.946689537652868,0.0,4.946689537652868,0.0,0.0
0.13,5.0,0.0,5.0115857070025465,0.0,4.931052305347329,0.0,4.931052305347329,0.0,0.0
0.1305,5.0,0.0,5.011783931020801,0.0,4.915492432444154,0.0,4.915492432444154,0.0,0.0
0.131,5.0,0.0,5.011968345934196,0.0,4.900010064887228,0.0,4.900010064887228,0.0,0.0
0.1315,5.0,0.0,5.012139637700736,0.0,4.884605319554842,0.0,4.884605319554842,0.0,0.0
0.132,5.0,0.0,5.0122984592919,0.0,4.869278285777078,0.0,4.869278285777078,0.0,0.0
0.1325,5.0,0.0,5.012445432272937,0.0,4.854029026781692,0.0,4.854029026781692,0.0,0.0
0.133,5.0,0.0,5.012581148307408,0.0,4.838857581068282,0.0,4.838857581068282,0.0,0.0
0.1335,5.0,0.0,5.01270617058974,0.0,4.823763963717106,0.0,4.823763963717106,0.0,0.0
0.134,5.0,0.0,5.012821035209166,0.0,4.808748167634312,0.0,4.808748167634312,0.0,0.0
0.1345,5.0,0.0,5.012926252448325,0.0,4.793810164736447,0.0,4.793810164736447,0.0,0.0
0.135,5.0,0.0,5.013022308019727,0.0,4.778949907077556,0.0,4.778949907077556,0.0,0.0
0.1355,5.0,0.0,5.013109664242999,0.0,4.764167327922759,0.0,4.764167327922759,0.0,0.0
0.136,5.0,0.0,5.013188761165737,0.0,4.749462342767112,0.0,4.749462342767112,0.0,0.0
0.1365,5.0,0.0,5.013260017630631,0.0,4.7348348503086655,0.0,4.7348348503086655,0.0,0.0
0.137,5.0,0.0,5.013323832291664,0.0,4.720284733370999,0.0,4.720284733370999,0.0,0.0
0.1375,5.0,0.0,5.013380584581509,0.0,4.705811859782123,0.0,4.705811859782123,0.0,0.0
0.138,5.0,0.0,5.013430635632555,0.0,4.691416083211565,0.0,4.691416083211565,0.0,0.0
0.1385,5.0,0.0,5.013474329153999,0.0,4.6770972439648,0.0,4.6770972439648,0.0,0.0
0.139,5.0,0.0,5.01351199226682,0.0,4.662855169740579,0.0,4.662855169740579,0.0,0.0
0.1395,5.0,0.0,5.013543936298771,0.0,4.6486896763503065,0.0,4.6486896763503065,0.0,0.0
0.14,5.0,0.0,5.0135704575413484,0.0,4.634600568402895,0.0,4.634600568402895,0.0,0.0
0.1405,5.0,0.0,5.013591837970454,0.0,4.620587639956372,0.0,4.620587639956372,0.0,0.0
0.14100000000000001,5.0,0.0,5.013608345932677,0.0,4.606650675136013,0.0,4.606650675136013,0.0,0.0
0.14150000000000001,5.0,0.0,5.013620236798462,0.0,4.592789448724682,0.0,4.592789448724682,0.0,0.0
0.14200000000000002,5.0,0.0,5.013627753584301,0.0,4.5790037267230055,0.0,4.5790037267230055,0.0,0.0
0.14250000000000002,5.0,0.0,5.0136311275449055,0.0,4.5652932668804675,0.0,4.5652932668804675,0.0,0.0
0.14300000000000002,5.0,0.0,5.013630578737083,0.0,4.551657819204246,0.0,4.551657819204246,0.0,0.0
0.14350000000000002,5.0,0.0,5.013626316556678,0.0,4.53809712643943,0.0,4.53809712643943,0.0,0.0
0.14400000000000002,5.0,0.0,5.0136185402497295,0.0,4.5246109245273995,0.0,4.5246109245273995,0.0,0.0
0.14450000000000002,5.0,0.0,5.013607439399112,0.0,4.511198943041281,0.0,4.511198943041281,0.0,0.0
0.14500000000000002,5.0,0.0,5.013593194388019,0.0,4.497860905599699,0.0,4.497860905599699,0.0,0.0
0.14550000000000002,5.0,0.0,5.013575976841045,0.0,4.4845965302605855,0.0,4.4845965302605855,0.0,0.0
0.14600000000000002,5.0,0.0,5.013555950044372,0.0,4.471405529894892,0.0,4.471405529894892,0.0,0.0
0.14650000000000002,5.0,0.0,5.013533269345617,0.0,4.458287612542833,0.0,4.458287612542833,0.0,0.0
0.14700000000000002,5.0,0.0,5.0135080825347185,0.0,4.4452424817501015,0.0,4.4452424817501015,0.0,0.0
0.14750000000000002,5.0,0.0,5.013480530206369,0.0,4.4322698368914635,0.0,4.4322698368914635,0.0,0.0
0.14800000000000002,5.0,0.0,5.01345074610536,0.0,4.419369373473289,0.0,4.419369373473289,0.0,0.0
0.14850000000000002,5.0,0.0,5.0134188574551475,0.0,4.406540783425125,0.0,4.406540783425125,0.0,0.0
0.149,5.0,0.0,5.013384985270768,0.0,4.393783755374413,0.0,4.393783755374413,0.0,0.0
0.1495,5.0,0.0,5.013349244656867,0.0,4.381097974908434,0.0,4.381097974908434,0.0,0.0
0.15,5.0,0.0,5.013311745091239,0.0,4.368483124822345,0.0,4.368483124822345,0.0,0.0
